tag,category,aliases,zh,count,notes
collage_(medium),5,,拼贴,254,全文dump逐条审阅：zh与danbooru语义相符，无需改动
character_counter_request,5,,请求角色计数,251,全文dump逐条审阅：zh与danbooru语义相符，无需改动
gumroad_reward,5,,Gumroad内容,244,全文dump逐条审阅：zh与danbooru语义相符，无需改动
custom_maid_3d_2,5,,定制女仆3D2,238,VNDB官方简体译名系列为3D定制女仆(COM3D2=3D定制女仆2)；CM3D2社区通用译名=定制女仆3D2
thumbnail_surprise,5,,缩略图反差,235,全文dump逐条审阅：zh与danbooru语义相符，无需改动
reference_request,5,,请求参考,229,全文dump逐条审阅：zh与danbooru语义相符，无需改动
nai_diffusion,5,novelaidiffusion|novelaidiffusionv3|novelaidiffusionv4,NovelAI,227,全文dump逐条审阅：zh与danbooru语义相符，无需改动
hair_ornament_request,5,,请求发饰,224,全文dump逐条审阅：zh与danbooru语义相符，无需改动
gibberish_commentary,5,,乱码注释,223,全文dump逐条审阅：zh与danbooru语义相符，无需改动
aseprite_(medium),5,aseprite,Aseprite,222,全文dump逐条审阅：zh与danbooru语义相符，无需改动
song_request,5,,请求歌曲,215,全文dump逐条审阅：zh与danbooru语义相符，无需改动
blueprint_(medium),5,図面,蓝图,214,全文dump逐条审阅：zh与danbooru语义相符，无需改动
check_source,5,,核对来源,213,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_tinami_id,5,,错误Tinami ID,210,全文dump逐条审阅：zh与danbooru语义相符，无需改动
gesture_request,5,,请求手势,207,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_aspect_ratio,5,,错误宽高比,204,全文dump逐条审阅：zh与danbooru语义相符，无需改动
recolored,5,,重上色,203,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_postype_id,5,,错误Postype ID,197,全文dump逐条审阅：zh与danbooru语义相符，无需改动
autodesk_3ds_max_(medium),5,3ds_max,3ds Max,195,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_newgrounds_id,5,,错误Newgrounds ID,195,全文dump逐条审阅：zh与danbooru语义相符，无需改动
meme_attire_request,5,,请求梗服装,191,全文dump逐条审阅：zh与danbooru语义相符，无需改动
fixed,5,,已修复,189,全文dump逐条审阅：zh与danbooru语义相符，无需改动
zip_available,5,,有压缩包,188,全文dump逐条审阅：zh与danbooru语义相符，无需改动
style_request,5,,请求画风,179,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bleed_through,5,,透背,178,全文dump逐条审阅：zh与danbooru语义相符，无需改动
acrylic_stand_(medium),5,,亚克力立牌,177,全文dump逐条审阅：zh与danbooru语义相符，无需改动
neckwear_request,5,,请求颈饰,177,全文dump逐条审阅：zh与danbooru语义相符，无需改动
color_banding,5,posterization,色带,176,全文dump逐条审阅：zh与danbooru语义相符，无需改动
animal_ear_request,5,,请求兽耳,164,全文dump逐条审阅：zh与danbooru语义相符，无需改动
lego_(medium),5,lego|legomech,乐高,164,全文dump逐条审阅：zh与danbooru语义相符，无需改动
food_art_(medium),5,,食物艺术,162,全文dump逐条审阅：zh与danbooru语义相符，无需改动
metadata_reference,5,filesize_reference|metadata_pun|resolution_reference,元数据参考,162,全文dump逐条审阅：zh与danbooru语义相符，无需改动
paper_cutout_(medium),5,,剪纸,161,全文dump逐条审阅：zh与danbooru语义相符，无需改动
nicoseiga_sample,5,,Niconico静画缩略图,160,全文dump逐条审阅：zh与danbooru语义相符，无需改动
creature_request,5,,请求生物,154,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_drawcrowd_id,5,,错误Drawcrowd ID,152,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_blogspot_id,5,bad_blogger_id,错误Blogspot ID,151,全文dump逐条审阅：zh与danbooru语义相符，无需改动
naver_sample,5,,Naver缩略图,150,全文dump逐条审阅：zh与danbooru语义相符，无需改动
has_artifacted_revision,5,,有压缩瑕疵修订,144,全文dump逐条审阅：zh与danbooru语义相符，无需改动
latin_commentary,5,,拉丁文注释,142,全文dump逐条审阅：zh与danbooru语义相符，无需改动
cleaned,5,,已清理,141,全文dump逐条审阅：zh与danbooru语义相符，无需改动
nurimas,5,,涂色挑战,139,全文dump逐条审阅：zh与danbooru语义相符，无需改动
footwear_request,5,,请求鞋子,131,全文dump逐条审阅：zh与danbooru语义相符，无需改动
location_request,5,,请求地点,129,全文dump逐条审阅：zh与danbooru语义相符，无需改动
crayon_(medium),5,,蜡笔,120,全文dump逐条审阅：zh与danbooru语义相符，无需改动
fish_request,5,,请求鱼类,120,全文dump逐条审阅：zh与danbooru语义相符，无需改动
ukrainian_commentary,5,,乌克兰文注释,120,全文dump逐条审阅：zh与danbooru语义相符，无需改动
color_issue,5,,色彩问题,117,全文dump逐条审阅：zh与danbooru语义相符，无需改动
twitter_banner,5,,Twitter横幅,115,全文dump逐条审阅：zh与danbooru语义相符，无需改动
kisekae,5,,换装人偶,114,danbooru wiki: kisekae=换装纸娃娃/Flash换装游戏 → 换装人偶
dog_request,5,,请求狗,112,全文dump逐条审阅：zh与danbooru语义相符，无需改动
mojibake_commentary,5,,乱码注释,112,全文dump逐条审阅：zh与danbooru语义相符，无需改动
cinema_4d_(medium),5,,Cinema 4D,110,全文dump逐条审阅：zh与danbooru语义相符，无需改动
brush_(medium),5,,画笔,109,全文dump逐条审阅：zh与danbooru语义相符，无需改动
poorly_translated,5,,翻译质量差,105,全文dump逐条审阅：zh与danbooru语义相符，无需改动
avatar_generator,5,,头像生成器,102,全文dump逐条审阅：zh与danbooru语义相符，无需改动
has_lossy_revision,5,,有有损修订,102,全文dump逐条审阅：zh与danbooru语义相符，无需改动
instrument_request,5,check_instrument,请求乐器,102,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_fandom_id,5,,错误Fandom ID,95,全文dump逐条审阅：zh与danbooru语义相符，无需改动
adobe_illustrator_(medium),5,,Adobe Illustrator,92,全文dump逐条审阅：zh与danbooru语义相符，无需改动
constellation_request,5,,请求星座,91,全文dump逐条审阅：zh与danbooru语义相符，无需改动
picrew_(medium),5,,Picrew,91,全文dump逐条审阅：zh与danbooru语义相符，无需改动
vrchat_(medium),5,vrc|vrchat,VRChat,88,全文dump逐条审阅：zh与danbooru语义相符，无需改动
binding_discoloration,5,,装订变色,82,全文dump逐条审阅：zh与danbooru语义相符，无需改动
fake_translation,5,,假翻译,80,全文dump逐条审阅：zh与danbooru语义相符，无需改动
airbrush_(medium),5,,喷枪,79,全文dump逐条审阅：zh与danbooru语义相符，无需改动
charcoal_(medium),5,,木炭,78,全文dump逐条审阅：zh与danbooru语义相符，无需改动
exif_thumbnail_surprise,5,,EXIF缩略图反差,77,全文dump逐条审阅：zh与danbooru语义相符，无需改动
daz_studio_(medium),5,daz-studio|dazstudio,Daz Studio,75,全文dump逐条审阅：zh与danbooru语义相符，无需改动
reference_photo,5,,参考照片,73,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_google+_id,5,,错误Google+ ID,72,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_cgsociety_id,5,,错误CGSociety ID,70,全文dump逐条审阅：zh与danbooru语义相符，无需改动
bad_e-hentai_id,5,,错误E-Hentai ID,70,全文dump逐条审阅：zh与danbooru语义相符，无需改动
webp-to-png_conversion,5,,WebP转PNG,70,全文dump逐条审阅：zh与danbooru语义相符，无需改动
acrylic_gouache_(medium),5,,丙烯水粉,69,全文dump逐条审阅：zh与danbooru语义相符，无需改动
coupy_pencil_(medium),5,,Coupy铅笔,64,全文dump逐条审阅：zh与danbooru语义相符，无需改动
midjourney,5,midjourneyv61|nijijourney|nijijourneyv5|nijijourneyv6,Midjourney,64,全文dump逐条审阅：zh与danbooru语义相符，无需改动
noise_reduction,5,,降噪,62,全文dump逐条审阅：zh与danbooru语义相符，无需改动
wallpaper_forced,5,,强行壁纸化,61,全文dump逐条审阅：zh与danbooru语义相符，无需改动
vector_art,5,,矢量图,60,全文dump逐条审阅：zh与danbooru语义相符，无需改动
reference_work_request,5,,请求参考作品,58,全文dump逐条审阅：zh与danbooru语义相符，无需改动
zalgo_commentary,5,,扭曲文字注释,58,全文dump逐条审阅：zh与danbooru语义相符，无需改动
drawcrowd_sample,5,,Drawcrowd缩略图,54,全文dump逐条审阅：zh与danbooru语义相符，无需改动
fantia_commission,5,,Fantia约稿,53,全文dump逐条审阅：zh与danbooru语义相符，无需改动
postcard_(medium),5,,明信片,52,全文dump逐条审阅：zh与danbooru语义相符，无需改动
whiteboard_(medium),5,,白板,32,全文dump逐条审阅：zh与danbooru语义相符，无需改动
chalk_(medium),5,,粉笔,24,全文dump逐条审阅：zh与danbooru语义相符，无需改动
dall-e,5,dalle|dalle2|dalle3,DALL·E,12,全文dump逐条审阅：zh与danbooru语义相符，无需改动
flyer_(medium),5,,传单,7,全文dump逐条审阅：zh与danbooru语义相符，无需改动
abyss_orange_mix,5,,AbyssOrangeMix,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
animaginexl,5,,Animagine XL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
anything_(model),5,,Anything,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
anythingelse,5,,AnythingElse,,WD词典Model类模型名，danbooru无此tag，模型名保留原名
asian,5,,亚洲人,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
autismmix,5,,AutismMix,,Civitai模型 AutismMix，模型名保留原名
bad_hentai-foundry_id,5,,错误Hentai Foundry ID,,与bad_pixiv_id等模式一致：错误+站点名+ID
bad_quality,5,,质量差,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
based_mix,5,,BasedMix,,Civitai模型 based mix，模型名保留原名
best_quality,5,,质量最好,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
canvas_(medium),5,,画布,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
cat_tower_(model),5,,猫塔（模型）,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
chinese_(nationality),5,,中国国籍,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
collaboration_request,5,,请求合作,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
counterfeit_(model),5,,Counterfeit,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
doujinshi,5,,同人志,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
explicit,5,rating_explicit,露骨,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
extraction,5,,提取,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
game_cg,5,,游戏CG,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
general,5,rating_general,全年龄,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
gyozanmix,5,,GyozanMix,,Civitai模型 gyozan mix，模型名保留原名
hassaku_xl_(pony),5,,Hassaku XL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
huge_filesize,5,,超大文件,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
illustrious-xl,5,,Illustrious XL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
japanese_(nationality),5,,日本国籍,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
japanese_commentary,5,,日文注释,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
korean_(nationality),5,,韩国国籍,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
merchandise_(medium),5,,周边商品,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
metadata_pun,5,,元数据梗,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
metadata_request,5,,元数据请求,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
model_request,5,,请求模型,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
nijijourney,5,,Niji Journey,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
non-asian,5,,非亚洲人,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
noobai-xl,5,,NoobAI XL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
normal_quality,5,,质量一般,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
novelai,5,,NovelAI,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
number-only_commentary,5,,纯数字评论,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
phone_screenshot,5,,手机截图,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
pony_diffusion_xl,5,,Pony Diffusion XL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
promotional_menu,5,,宣传菜单,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
questionable,5,rating_questionable,擦边,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
sensitive,5,rating_sensitive,敏感,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
stable_diffusion_(model),5,,Stable Diffusion,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
stable_diffusion_xl,5,,Stable Diffusion XL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
symbol-only_commentary,5,,纯符号评论,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
t-ponynaiv3,5,,T-ponynai3,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
trinart,5,,TrinArt,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
twitter_thumbnail_collage,5,,推特缩略图拼贴,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
wai-nsfw-illustrious-sdxl,5,,WAI NSFW Illustrious SDXL,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
waifu_diffusion,5,,Waifu Diffusion,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
worst_quality,5,,质量最差,,全文dump逐条审阅：zh与danbooru语义相符，无需改动
zuki_cute_ill,5,,ZUKI cute ILL,,Civitai模型 ZUKI new cute ILL，模型名保留原名
